,longitude,latitude,Hour
131585,7.64417,45.0681,1
131586,7.66818,45.08042,1
131587,7.69597,45.08371,1
131588,7.67148,45.07568,1
131589,7.58294,45.09859,1
131590,7.68982,45.06842,1
131591,7.69103,45.06651,1
131592,7.67174,45.03232,1
131593,7.64906,45.05049,1
131594,7.61072,45.01822,1
131595,7.69376,45.06264,1
131596,7.64452,45.06796,1
131597,7.67626,45.07359,1
131598,7.7169,45.07392,2
131599,7.66205,45.04976,2
131600,7.67687,45.07712,2
131601,7.67339,45.08646,2
131602,7.63237,45.08277,2
131603,7.65457,45.08794,2
131604,7.65094,45.05106,2
131605,7.67443,45.0603,2
131606,7.67786,45.05845,2
131607,7.64842,45.10372,2
131608,7.67088,45.06307,2
131609,7.684,45.05255,2
131610,7.62842,45.07123,2
131611,7.62484,45.04431,2
131612,7.69777,45.0669,2
131613,7.71336,45.06441,2
131614,7.69872,45.06812,2
131615,7.67804,45.04758,2
131616,7.6986,45.06817,2
131617,7.70493,45.07446,2
131618,7.63216,45.01882,3
131619,7.66739,45.03268,3
131620,7.63427,45.05051,3
131621,7.70698,45.07402,3
131622,7.65934,45.03501,3
131623,7.64029,45.069,3
131624,7.68143,45.05771,3
131625,7.66088,45.03644,3
131626,7.64548,45.10926,4
131627,7.65465,45.04962,4
131628,7.67495,45.07946,4
131629,7.69896,45.0808,4
131630,7.68585,45.09958,4
131631,7.67668,45.07075,4
131632,7.63534,45.07393,4
131633,7.69857,45.07159,5
131634,7.66648,45.07294,5
131635,7.66488,45.07305,5
131636,7.6435,45.18843,5
131637,7.6435,45.18843,5
131638,7.67763,45.07509,5
131639,7.63806,45.08082,5
131640,7.69892,45.06922,5
131641,7.69816,45.06237,5
131642,7.6435,45.18843,5
131643,7.65191,45.07479,5
131644,7.66794,45.0728,5
131645,7.66778,45.03369,5
131646,7.69103,45.06651,5
131647,7.69818,45.07866,5
131648,7.69838,45.08425,5
131649,7.66391,45.0723,5
131650,7.64179,45.02517,5
131651,7.65227,45.04821,5
131652,7.70044,45.06235,5
131653,7.62861,45.07944,5
134094,7.65349,45.02787,0
134095,7.65246,45.07319,0
134096,7.64871,45.08289,0
134097,7.66034,45.01916,0
134098,7.6557,45.05441,0
134099,7.65724,45.06671,0
134100,7.67375,45.04502,0
134101,7.66692,45.07764,0
134102,7.65501,45.03356,0
134103,7.68664,45.06554,0
134104,7.64278,45.0227,0
134105,7.64211,45.0683,0
134106,7.64752,45.03499,0
134107,7.68019,45.0518,0
134108,7.65515,45.03499,0
134109,7.66152,45.04801,0
134110,7.68703,45.08314,0
134111,7.63622,45.04106,0
134112,7.61706,45.06859,0
134113,7.65237,45.06182,0
134114,7.673,45.06673,0
134115,7.6672,45.05991,0
134116,7.66167,45.0489,0
134117,7.67995,45.0634,0
134118,7.6408,45.04793,0
134119,7.63726,45.05259,0
134120,7.66999,45.05622,0
134121,7.67203,45.06154,0
134122,7.66229,45.08245,0
134123,7.71763,45.07378,0
134124,7.70414,45.06093,0
134125,7.64082,45.05,0
134126,7.66349,45.05939,0
134127,7.64205,45.05884,0
134128,7.70348,45.10137,0
134129,7.67123,45.105,0
134130,7.66395,45.05608,0
134131,7.58294,45.09859,0
134132,7.68946,45.08194,0
134133,7.673,45.06673,0
134134,7.67777,45.07746,0
134135,7.63209,45.08275,0
134136,7.65252,45.07743,0
134137,7.69212,45.06817,0
134138,7.66641,45.10538,0
134139,7.65425,45.03195,0
134140,7.6683,45.03439,0
134141,7.67394,45.08248,0
134142,7.65649,45.07773,0
134143,7.66349,45.05939,0
134144,7.7218,45.06843,0
134145,7.67473,45.05111,0
134146,7.64447,45.08186,0
134147,7.69779,45.06879,0
134148,7.68203,45.08459,0
134149,7.65863,45.05239,0
134150,7.65554,45.0384,0
134151,7.64203,45.0827,0
134152,7.61471,45.06633,0
134153,7.67416,45.05029,0
134154,7.69489,45.09154,0
134155,7.64711,45.04727,0
134156,7.65335,45.03639,0
134157,7.70748,45.0641,0
134158,7.62987,45.04058,0
134159,7.70111,45.10487,0
134160,7.62696,45.08174,0
134161,7.63139,45.07566,0
134162,7.72118,45.07309,0
134163,7.64191,45.05908,0
134164,7.63926,45.04985,0
134165,7.65021,45.06385,0
134166,7.63137,45.06152,0
134167,7.68391,45.05253,0
134168,7.70681,45.07405,0
134169,7.67532,45.07715,1
134170,7.62502,45.039,1
134171,7.62778,45.04392,1
134172,7.65616,45.09375,1
134173,7.67648,45.06256,1
134174,7.65215,45.05992,1
134175,7.65891,45.08006,1
134176,7.67959,45.04828,1
134177,7.65947,45.0574,1
134178,7.69298,45.07157,1
134179,7.62879,45.06417,1
134180,7.69063,45.05249,1
134181,7.64191,45.05908,1
134182,7.68069,45.05794,1
134183,7.64069,45.02454,1
134184,7.69132,45.0664,1
134185,7.67086,45.06692,1
134186,7.67586,45.07403,1
134187,7.68079,45.09499,1
134188,7.65753,45.07824,1
134189,7.66235,45.04264,1
134190,7.65335,45.03639,1
134191,7.68602,45.09947,1
134192,7.68019,45.0518,1
134193,7.68112,45.05012,1
134194,7.68817,45.09345,1
134195,7.60871,45.07427,1
134196,7.68167,45.04028,1
134197,7.67802,45.0788,1
134198,7.65184,45.06274,1
134199,7.64348,45.0659,1
134200,7.70229,45.09091,1
134201,7.6656,45.07915,1
134202,7.62132,45.06454,1
134203,7.62376,45.04173,1
134204,7.62892,45.07506,1
134205,7.68145,45.05977,1
134206,7.69242,45.07398,1
134207,7.62312,45.06473,1
134208,7.64885,45.01441,1
134209,7.68554,45.09153,2
134210,7.67375,45.04502,2
134211,7.66574,45.05693,2
134212,7.64996,45.07328,2
134213,7.69132,45.0664,2
134214,7.68908,45.08143,2
134215,7.65928,45.05371,2
134216,7.63921,45.07243,2
134217,7.72361,45.06887,2
134218,7.64531,45.07134,2
134219,7.66758,45.03303,2
134220,7.64744,45.07291,2
134221,7.66731,45.0606,2
134222,7.64735,45.04636,2
134223,7.64203,45.0827,2
134224,7.64447,45.08186,2
134225,7.6619,45.02328,2
134226,7.69132,45.0664,2
134227,7.64835,45.05441,2
134228,7.70103,45.08857,2
134229,7.6479,45.06573,2
134230,7.63759,45.05923,2
134231,7.67802,45.0788,2
134232,7.64069,45.02454,2
134233,7.65521,45.0311,2
134234,7.64885,45.01441,2
134235,7.66477,45.0693,3
134236,7.68431,45.09178,3
134237,7.64215,45.05175,3
134238,7.65536,45.08162,3
134239,7.6364,45.0451,3
134240,7.62116,45.03766,3
134241,7.69851,45.07603,3
134242,7.61945,45.03842,3
134243,7.67806,45.04465,3
134244,7.7203,45.07212,3
134245,7.69132,45.0664,3
134246,7.63192,45.05513,3
134247,7.68103,45.03996,3
134248,7.65546,45.04341,3
134249,7.65004,45.07724,3
134250,7.67959,45.04828,3
134251,7.65488,45.04257,3
134252,7.66622,45.05014,3
134253,7.62346,45.02119,3
134254,7.65077,45.01338,3
134255,7.66758,45.03303,3
134256,7.65648,45.01317,3
134257,7.66134,45.07898,3
134258,7.71175,45.06546,3
134259,7.67302,45.0305,3
134260,7.64203,45.0827,3
134261,7.62083,45.0841,3
134262,7.64897,45.06262,3
134263,7.68112,45.05012,3
134264,7.66274,45.08349,3
134265,7.64935,45.06464,3
134266,7.69836,45.10571,3
134267,7.64473,45.03865,3
134268,7.69843,45.1049,3
134269,7.6188,45.03813,3
134270,7.62347,45.06389,3
134271,7.62922,45.04655,3
134272,7.65429,45.05363,3
134273,7.63726,45.05259,3
134274,7.63497,45.07533,3
134275,7.65326,45.07583,3
134276,7.62906,45.06421,3
134277,7.64645,45.02273,3
134278,7.68908,45.08143,3
134279,7.64069,45.02454,3
134280,7.71306,45.06613,3
134281,7.6858,45.09298,3
134282,7.65305,45.06353,3
134283,7.68079,45.09499,3
134284,7.6479,45.06573,3
134285,7.63003,45.06695,3
134286,7.65124,45.05937,3
134287,7.64433,45.07137,3
134288,7.68686,45.0862,3
134289,7.67375,45.04502,3
134290,7.675,45.09211,3
134291,7.64954,45.04569,3
134292,7.64003,45.0267,3
134293,7.61913,45.03713,3
134294,7.65318,45.03335,3
134295,7.62591,45.03637,3
134296,7.6789,45.08366,3
134297,7.63341,45.01269,3
134298,7.65515,45.03499,3
134299,7.62733,45.01533,3
134300,7.69809,45.07064,3
134301,7.70103,45.08857,3
134302,7.70069,45.07988,3
134303,7.66999,45.05622,3
134304,7.66639,45.05871,3
134305,7.70229,45.09091,3
134306,7.64279,45.07618,3
134307,7.66395,45.05608,3
134308,7.67931,45.09386,3
134309,7.6562,45.0323,3
134310,7.65067,45.06627,3
134311,7.64921,45.05232,3
134312,7.65223,45.08337,3
134313,7.64197,45.04618,3
134314,7.64211,45.0683,3
134315,7.72118,45.07309,3
134316,7.65536,45.08162,3
134317,7.64711,45.04727,3
134318,7.67252,45.09599,3
134319,7.6683,45.03439,3
134320,7.67258,45.09337,3
134321,7.61686,45.07004,3
134322,7.63921,45.07243,3
134323,7.6228,45.01511,3
134324,7.66167,45.0489,3
134325,7.71128,45.07154,3
134326,7.66159,45.05729,3
134327,7.63729,45.0387,3
134328,7.64668,45.10007,3
134329,7.65056,45.04564,3
134330,7.7218,45.06843,3
134331,7.71884,45.07373,3
134332,7.6672,45.05991,3
134333,7.62312,45.06473,3
134334,7.65582,45.01672,3
134335,7.65791,45.1088,3
134336,7.63631,45.03906,3
134337,7.6542,45.1103,3
134338,7.69298,45.07157,3
134339,7.68583,45.09952,3
134340,7.66574,45.05693,3
134341,7.64675,45.10005,3
134342,7.69227,45.05391,3
134343,7.63138,45.05097,3
134344,7.61081,45.0183,3
134345,7.69063,45.05249,3
134346,7.66641,45.10538,3
134347,7.65882,45.08282,3
134348,7.65928,45.05371,3
134349,7.64884,45.03474,3
134350,7.6799,45.0453,3
134351,7.65377,45.09119,3
134352,7.67802,45.0788,3
134353,7.6557,45.05441,3
134354,7.66512,45.04924,3
134355,7.66349,45.05939,3
134356,7.63996,45.05675,3
134357,7.68703,45.08314,3
134358,7.6692,45.10019,3
134359,7.65376,45.05208,3
134360,7.64835,45.05441,3
134361,7.64447,45.08186,3
134362,7.64278,45.0227,3
134363,7.66229,45.08245,3
134364,7.69565,45.05992,3
134365,7.6931,45.07151,3
134366,7.66731,45.0606,3
134367,7.65215,45.05992,3
134368,7.63713,45.06468,3
134369,7.64017,45.05077,3
134370,7.65891,45.08006,3
134371,7.66698,45.08099,3
134372,7.68651,45.08996,3
134373,7.63468,45.06932,3
134374,7.68554,45.09153,3
134375,7.64735,45.04636,3
134376,7.64178,45.04649,3
134377,7.63926,45.04985,3
134378,7.67123,45.105,3
134379,7.68081,45.03892,3
134380,7.71614,45.07036,3
134381,7.641,45.07195,3
134382,7.61962,45.08428,3
134383,7.64309,45.02823,3
134384,7.67104,45.08207,3
134385,7.72391,45.06919,3
134386,7.65397,45.05237,3
134387,7.65184,45.06274,3
134388,7.67416,45.05029,3
134389,7.65753,45.07824,3
134390,7.68194,45.0831,3
134391,7.65649,45.07773,3
134392,7.65947,45.0574,3
134393,7.65748,45.05555,3
134394,7.65091,45.10323,3
134395,7.68099,45.08376,3
134396,7.65863,45.05239,3
134397,7.65251,45.0744,3
134398,7.63622,45.04106,3
134399,7.6507,45.04594,3
134400,7.66059,45.05561,3
134401,7.64348,45.0659,3
134402,7.64643,45.06273,3
134403,7.71636,45.07431,3
134404,7.64871,45.08289,3
134405,7.70414,45.06093,3
134406,7.65176,45.05775,3
134407,7.64816,45.06485,3
134408,7.66013,45.05592,3
134409,7.65349,45.05978,3
134410,7.6815,45.10262,3
134411,7.70751,45.07096,3
134412,7.64849,45.07384,3
134413,7.64898,45.06967,3
134414,7.66758,45.10267,3
134415,7.71722,45.07493,3
134416,7.61681,45.08233,3
134417,7.69782,45.07587,3
134418,7.65511,45.04193,3
134419,7.68203,45.08459,3
134420,7.65237,45.06182,3
134421,7.64799,45.06191,3
134422,7.64752,45.03499,3
134423,7.64723,45.05844,3
134424,7.6619,45.02328,3
134425,7.66411,45.08176,3
134426,7.66278,45.04115,3
134427,7.6978,45.07576,3
134428,7.62892,45.07506,3
134429,7.65287,45.06255,3
134430,7.64641,45.03906,3
134431,7.68145,45.05977,3
134432,7.61981,45.01871,3
134433,7.66872,45.09519,3
134434,7.63751,45.02385,3
134435,7.70611,45.09722,3
134436,7.70748,45.0641,3
134437,7.64668,45.05295,3
134438,7.65021,45.06385,3
134439,7.64191,45.05908,3
134440,7.62368,45.04176,3
134441,7.64996,45.07328,3
134442,7.68431,45.09178,3
134443,7.62376,45.04173,3
134444,7.63209,45.08275,3
134445,7.66039,45.01949,3
134446,7.65997,45.04294,3
134447,7.64683,45.06066,3
134448,7.65252,45.07743,3
134449,7.67086,45.06692,3
134450,7.63605,45.04179,3
134451,7.65335,45.03639,3
134452,7.61703,45.08502,3
134453,7.69854,45.07644,3
134454,7.61471,45.06633,3
134455,7.68217,45.08913,3
134456,7.67627,45.09925,3
134457,7.63122,45.0824,3
134458,7.65737,45.01289,3
134459,7.62564,45.03992,3
134460,7.64314,45.03996,3
134461,7.66477,45.0693,3
134462,7.68167,45.04028,3
134463,7.64389,45.02747,3
134464,7.64205,45.05884,3
134465,7.64975,45.06939,3
134466,7.66235,45.04264,3
134467,7.70348,45.10137,3
134468,7.68036,45.10422,3
134469,7.61692,45.08505,3
134470,7.64285,45.08137,3
134471,7.66922,45.04375,3
134472,7.63358,45.07585,3
134473,7.68057,45.08233,3
134474,7.61038,45.07007,3
134475,7.71494,45.06537,3
134476,7.65246,45.07319,3
134477,7.62991,45.01839,3
134478,7.63287,45.08126,3
134479,7.62502,45.039,3
134480,7.67776,45.04357,3
134481,7.61017,45.06877,3
134482,7.69922,45.07825,3
134483,7.71365,45.0761,3
134484,7.626,45.06096,3
134485,7.62094,45.01508,3
134486,7.66247,45.04264,3
134487,7.71518,45.06654,3
134488,7.62987,45.04058,3
134489,7.61841,45.03776,3
134490,7.63431,45.04072,3
134491,7.6364,45.0451,3
134492,7.64531,45.07134,3
134493,7.65716,45.01217,3
134494,7.62879,45.06417,3
134495,7.62482,45.04424,3
134496,7.64816,45.07174,3
134497,7.64082,45.05,3
134498,7.62948,45.03898,3
134499,7.65521,45.0311,3
134500,7.62823,45.06115,3
134501,7.64744,45.07291,3
134502,7.63064,45.08376,3
134503,7.68794,45.08345,3
134504,7.64689,45.10157,3
134505,7.70292,45.10486,3
134506,7.65545,45.02559,3
134507,7.60871,45.07427,3
134508,7.69242,45.07398,3
134509,7.63232,45.06271,3
134510,7.63139,45.07566,3
134511,7.65408,45.02776,3
134512,7.63445,45.05375,3
134513,7.67128,45.04037,3
134514,7.68637,45.07825,3
134515,7.66099,45.06526,3
134516,7.63123,45.01175,3
134517,7.63415,45.08362,3
134518,7.6149,45.0715,3
134519,7.64641,45.06949,3
134520,7.65228,45.03233,3
134521,7.62426,45.08388,3
134522,7.66043,45.01783,3
134523,7.68594,45.09,3
134524,7.66101,45.02088,3
134525,7.63084,45.08216,3
134526,7.65477,45.03562,3
134527,7.6975,45.09967,3
134528,7.61161,45.07142,3
134529,7.6406,45.04406,3
134530,7.68225,45.04575,3
134531,7.72361,45.06887,3
134532,7.66837,45.03789,3
134533,7.62953,45.07081,3
134534,7.65209,45.03377,3
134535,7.70475,45.06336,3
134536,7.61771,45.01539,3
134537,7.68566,45.08129,3
134538,7.673,45.06673,3
134539,7.62076,45.0397,3
134540,7.62915,45.07536,3
134541,7.64951,45.11055,3
134542,7.63455,45.07296,3
134543,7.64781,45.05684,3
134544,7.62644,45.06041,3
134545,7.63628,45.05313,3
134546,7.63412,45.08112,3
134547,7.64769,45.07421,3
134548,7.6639,45.09529,3
134549,7.70797,45.06444,3
134550,7.63226,45.07226,3
134551,7.64135,45.07239,3
134552,7.62844,45.07812,3
134553,7.64215,45.05175,3
134554,7.58294,45.09859,3
134555,7.70111,45.10487,3
134556,7.63166,45.04426,3
134557,7.65206,45.06784,3
134558,7.65425,45.03195,3
134559,7.63427,45.05051,3
134560,7.71653,45.07048,3
134561,7.64814,45.11009,3
134562,7.68351,45.10251,3
134563,7.71763,45.07378,3
134564,7.63137,45.06152,3
134565,7.68587,45.07882,3
134566,7.71195,45.06431,3
134567,7.71607,45.07848,3
134568,7.67645,45.04095,3
134569,7.66474,45.01711,3
134570,7.63063,45.01182,3
134571,7.58294,45.09859,3
134572,7.71108,45.06563,3
134573,7.63127,45.07419,3
134574,7.61706,45.06859,3
134575,7.62778,45.04392,3
134576,7.63111,45.05467,3
134577,7.70487,45.06959,3
134578,7.63759,45.05923,3
134579,7.68049,45.09609,3
134580,7.69489,45.09154,3
134581,7.63239,45.08128,3
134582,7.70767,45.07327,3
134583,7.62893,45.07514,3
134584,7.63571,45.03587,3
134585,7.65501,45.03356,3
134586,7.62696,45.08174,3
134587,7.63727,45.07917,3
134588,7.64415,45.06763,3
134589,7.66029,45.04004,3
134590,7.65349,45.02787,3
134591,7.66461,45.01727,3
134592,7.64256,45.04018,3
134593,7.66043,45.07137,3
134594,7.66978,45.10513,3
134595,7.70681,45.07405,3
134596,7.69846,45.07639,3
134597,7.65188,45.07846,3
134598,7.65536,45.09158,3
134599,7.68817,45.09345,3
134600,7.63208,45.04994,3
134601,7.61191,45.0193,3
134602,7.64649,45.06115,3
134603,7.63218,45.04116,3
134604,7.69536,45.09806,3
134605,7.61682,45.0838,3
134606,7.6299,45.07363,3
134607,7.63308,45.06203,3
134608,7.68602,45.09947,3
134609,7.67471,45.03711,3
134610,7.65616,45.09375,3
134611,7.64885,45.01441,3
134612,7.66249,45.09341,3
134613,7.63425,45.05152,3
134614,7.63028,45.04387,3
134615,7.69578,45.08379,3
134616,7.61945,45.03842,3
134617,7.67806,45.04465,3
134618,7.7203,45.07212,3
134619,7.65607,45.02444,3
134620,7.66626,45.04843,3
134621,7.65546,45.04341,3
134622,7.63192,45.05513,3
134623,7.68103,45.03996,3
134624,7.65004,45.07724,3
134625,7.67947,45.04828,3
134626,7.65488,45.04257,4
134627,7.66622,45.05014,4
134628,7.62346,45.02119,4
134629,7.65648,45.01317,4
134630,7.66134,45.07898,4
134631,7.65077,45.01338,4
134632,7.71175,45.06546,4
134633,7.63914,45.08296,4
134634,7.62083,45.0841,4
134635,7.68112,45.05012,4
134636,7.64897,45.06262,4
134637,7.68583,45.09961,4
134638,7.67302,45.0305,4
134639,7.69839,45.10578,4
134640,7.64935,45.06464,4
134641,7.6188,45.03813,4
134642,7.64473,45.03865,4
134643,7.6749,45.07947,4
134644,7.67522,45.07152,4
134645,7.62922,45.04655,4
134646,7.67449,45.06484,4
134647,7.63726,45.05259,4
134648,7.66626,45.04843,4
134649,7.63497,45.07533,4
134650,7.67582,45.06145,4
134651,7.62906,45.06421,5
134652,7.64645,45.02273,5
134653,7.66827,45.07281,5
134654,7.68908,45.08143,5
134655,7.6858,45.09298,5
134656,7.71306,45.06613,5
134657,7.67582,45.0614,5
134658,7.68079,45.09499,5
134659,7.6435,45.18843,5
134660,7.65124,45.05937,5
134661,7.63003,45.06695,5
134662,7.6435,45.18843,5
134663,7.64003,45.0267,5
134664,7.64433,45.07137,5
134665,7.68365,45.07341,5
134666,7.69809,45.06232,5
134667,7.65318,45.03335,5
134668,7.61913,45.03713,5
134669,7.66776,45.03369,5
134670,7.65837,45.04126,5
134671,7.6435,45.18843,5
134672,7.69838,45.07877,5
134673,7.63798,45.04775,5
134674,7.62591,45.03637,5
134675,7.62733,45.01533,5
134676,7.65515,45.03499,5
134677,7.63341,45.01269,5
134678,7.69822,45.0844,5
134679,7.6435,45.18843,5
134680,7.69993,45.06228,5
137983,7.63116,45.07688,0
137984,7.67418,45.04288,0
137985,7.66249,45.05583,0
137986,7.64049,45.06865,0
137987,7.67454,45.06496,0
137988,7.66797,45.07266,0
137989,7.66484,45.08022,0
137990,7.64506,45.10219,0
137991,7.62978,45.0708,0
137992,7.69614,45.07149,0
137993,7.65233,45.0638,0
137994,7.64356,45.07623,0
137995,7.62732,45.01525,0
137996,7.64519,45.06897,0
137997,7.66205,45.09199,0
137998,7.65116,45.06405,0
137999,7.67336,45.06665,0
138000,7.66685,45.06096,0
138001,7.68599,45.0662,0
138002,7.64758,45.05938,0
138003,7.66873,45.06791,0
138004,7.69333,45.08848,0
138005,7.66975,45.06622,0
138006,7.6665,45.07826,0
138007,7.69116,45.08749,0
138008,7.68723,45.06608,0
138009,7.63214,45.05105,0
138010,7.67166,45.06642,0
138011,7.64637,45.06546,0
138012,7.68721,45.08519,0
138013,7.68599,45.0662,0
138014,7.70778,45.07052,0
138015,7.68232,45.10245,0
138016,7.68963,45.09829,0
138017,7.70128,45.10494,0
138018,7.69858,45.06909,0
138019,7.65647,45.05384,0
138020,7.66667,45.0879,0
138021,7.713,45.09237,0
138022,7.63949,45.05137,0
138023,7.64782,45.09944,0
138024,7.66665,45.08651,0
138025,7.63978,45.07041,0
138026,7.67887,45.03172,0
138027,7.66973,45.06678,0
138028,7.6795,45.06173,0
138029,7.67997,45.06335,0
138030,7.6554,45.03058,0
138031,7.62082,45.06459,0
138032,7.68977,45.06832,0
138033,7.65825,45.05276,0
138034,7.66952,45.06799,0
138035,7.6447,45.05171,0
138036,7.65999,45.05006,0
138037,7.63952,45.07588,0
138038,7.64702,45.02303,0
138039,7.65444,45.07989,0
138040,7.67618,45.05559,0
138041,7.66685,45.06096,0
138042,7.64327,45.0384,0
138043,7.66527,45.07998,0
138044,7.65034,45.05452,0
138045,7.64251,45.02115,0
138046,7.69333,45.08848,0
138047,7.68099,45.08287,0
138048,7.60714,45.07421,0
138049,7.6795,45.06173,0
138050,7.70019,45.09698,0
138051,7.66591,45.02038,0
138052,7.64522,45.1115,0
138053,7.71198,45.09133,0
138054,7.65924,45.08349,0
138055,7.64246,45.02986,0
138056,7.66269,45.05368,0
138057,7.68186,45.08464,0
138058,7.64327,45.0384,0
138059,7.66949,45.05624,0
138060,7.6665,45.07826,0
138061,7.66685,45.06096,0
138062,7.69217,45.05395,0
138063,7.62564,45.03992,0
138064,7.67997,45.06335,0
138065,7.68241,45.07353,0
138066,7.66778,45.07269,0
138067,7.66785,45.07275,0
138068,7.66772,45.06138,0
138069,7.66484,45.05893,0
138070,7.62257,45.07486,0
138071,7.607,45.07125,0
138072,7.65163,45.07377,0
138073,7.65742,45.01262,0
138074,7.63425,45.05046,0
138075,7.66302,45.07911,0
138076,7.68977,45.06832,0
138077,7.6315,45.05372,0
138078,7.66108,45.04326,0
138079,7.63341,45.07058,0
138080,7.65615,45.0133,0
138081,7.69847,45.08412,0
138082,7.67503,45.06781,0
138083,7.6359,45.03574,0
138084,7.67845,45.07095,0
138085,7.67646,45.0714,0
138086,7.60714,45.07421,0
138087,7.68221,45.07632,0
138088,7.69319,45.07903,0
138089,7.71858,45.06687,0
138090,7.62368,45.04176,0
138091,7.68951,45.082,0
138092,7.64955,45.04043,0
138093,7.69481,45.06369,0
138094,7.67995,45.06336,0
138095,7.68869,45.08087,1
138096,7.63714,45.05265,1
138097,7.6957,45.05541,1
138098,7.653,45.08203,1
138099,7.63233,45.07545,1
138100,7.64079,45.04777,1
138101,7.6512,45.08161,1
138102,7.6511,45.03379,1
138103,7.66785,45.07275,1
138104,7.66302,45.07911,1
138105,7.61703,45.08502,1
138106,7.6399,45.07984,1
138107,7.68808,45.09252,1
138108,7.66845,45.05194,1
138109,7.67454,45.06496,1
138110,7.64664,45.07578,1
138111,7.65075,45.01335,1
138112,7.65759,45.10938,1
138113,7.63011,45.06692,1
138114,7.68373,45.1025,1
138115,7.69373,45.0852,1
138116,7.6315,45.05372,1
138117,7.72493,45.07301,1
138118,7.58294,45.09859,1
138119,7.67142,45.08519,1
138120,7.65964,45.05805,1
138121,7.69295,45.07903,1
138122,7.64642,45.04623,1
138123,7.626,45.06096,1
138124,7.64198,45.05211,1
138125,7.66949,45.05624,1
138126,7.62402,45.06323,1
138127,7.68184,45.03837,1
138128,7.64386,45.02724,1
138129,7.67646,45.0714,1
138130,7.67517,45.08564,1
138131,7.64289,45.0583,1
138132,7.67166,45.06642,1
138133,7.65034,45.05452,1
138134,7.6795,45.06173,1
138135,7.64901,45.06424,1
138136,7.64807,45.06075,1
138137,7.69515,45.05672,1
138138,7.65052,45.04561,1
138139,7.67271,45.07418,1
138140,7.67803,45.0991,1
138141,7.62013,45.08247,1
138142,7.65172,45.06451,1
138143,7.65164,45.06,1
138144,7.64637,45.06546,1
138145,7.68259,45.04575,1
138146,7.71111,45.07714,1
138147,7.64949,45.05288,1
138148,7.67618,45.05559,1
138149,7.68221,45.07632,1
138150,7.63116,45.07688,1
138151,7.72373,45.06933,1
138152,7.61675,45.08378,1
138153,7.71247,45.07372,1
138154,7.62117,45.03989,1
138155,7.64366,45.07337,1
138156,7.68634,45.10391,1
138157,7.65582,45.03241,1
138158,7.66949,45.06399,1
138159,7.61089,45.01831,1
138160,7.67741,45.06865,1
138161,7.63789,45.07472,1
138162,7.65065,45.04604,1
138163,7.65772,45.0941,1
138164,7.62015,45.03901,1
138165,7.63882,45.05868,1
138166,7.63424,45.07199,1
138167,7.68029,45.03511,1
138168,7.63782,45.07544,1
138169,7.64591,45.10644,1
138170,7.64247,45.04509,1
138171,7.64383,45.05595,1
138172,7.71721,45.07506,1
138173,7.72364,45.06998,1
138174,7.64679,45.05536,1
138175,7.61761,45.08483,1
138176,7.6501,45.06316,1
138177,7.66527,45.07998,1
138178,7.62082,45.06459,1
138179,7.66108,45.04326,1
138180,7.66176,45.05488,1
138181,7.66205,45.09199,1
138182,7.66755,45.05515,1
138183,7.62978,45.0708,1
138184,7.68869,45.08087,1
138185,7.67283,45.035,1
138186,7.68232,45.10245,1
138187,7.65911,45.08421,1
138188,7.70128,45.10494,1
138189,7.64306,45.02581,1
138190,7.6294,45.07081,1
138191,7.62732,45.01525,1
138192,7.65075,45.07557,1
138193,7.66707,45.02153,1
138194,7.60714,45.07421,1
138195,7.67252,45.09332,1
138196,7.66667,45.0879,1
138197,7.63582,45.03894,1
138198,7.64251,45.02115,1
138199,7.67814,45.08555,1
138200,7.66325,45.08201,1
138201,7.607,45.07125,1
138202,7.65096,45.05894,1
138203,7.64937,45.07736,1
138204,7.63097,45.0794,1
138205,7.66772,45.06138,1
138206,7.65273,45.03546,1
138207,7.68721,45.08519,1
138208,7.71149,45.06364,1
138209,7.65517,45.03626,1
138210,7.63341,45.01269,1
138211,7.65683,45.03735,1
138212,7.67025,45.08385,1
138213,7.65567,45.11055,1
138214,7.62105,45.07527,1
138215,7.65317,45.07401,1
138216,7.65348,45.027,1
138217,7.62907,45.04108,1
138218,7.71511,45.09257,1
138219,7.67833,45.08296,1
138220,7.6554,45.03058,1
138221,7.63454,45.01318,1
138222,7.65615,45.0133,1
138223,7.64522,45.1115,1
138224,7.66067,45.05004,1
138225,7.66484,45.05893,1
138226,7.65058,45.05028,1
138227,7.72178,45.06853,1
138228,7.66709,45.05433,1
138229,7.65328,45.07788,1
138230,7.66626,45.05468,1
138231,7.66796,45.0727,1
138232,7.6386,45.04235,1
138233,7.65089,45.05108,1
138234,7.63214,45.05105,1
138235,7.66778,45.07269,1
138236,7.64782,45.09944,1
138237,7.66665,45.08651,1
138238,7.69116,45.08749,1
138239,7.64995,45.05326,1
138240,7.64221,45.04614,1
138241,7.66461,45.05382,1
138242,7.68594,45.09,1
138243,7.72278,45.067,1
138244,7.65233,45.0638,1
138245,7.64199,45.06186,1
138246,7.65924,45.08349,1
138247,7.6548,45.0554,1
138248,7.65292,45.05166,1
138249,7.63849,45.05724,1
138250,7.64426,45.08263,1
138251,7.71858,45.06687,1
138252,7.66973,45.06678,1
138253,7.65444,45.07989,1
138254,7.66591,45.02038,1
138255,7.65635,45.08036,1
138256,7.64712,45.0813,1
138257,7.71164,45.06393,1
138258,7.62708,45.08382,1
138259,7.62083,45.0841,1
138260,7.64702,45.02303,1
