,longitude,latitude,Hour
3959,7.62584,45.07731,1
3960,7.64337,45.06813,1
3961,7.70975,45.09173,1
3962,7.67336,45.06409,1
3963,7.72187,45.0724,1
3964,7.68242,45.05399,1
3965,7.68709,45.05886,1
3966,7.66792,45.07268,1
3967,7.68085,45.08694,1
3968,7.67849,45.0307,1
3969,7.66914,45.03717,1
3970,7.67446,45.05143,1
3971,7.63797,45.05872,1
3972,7.66928,45.08443,1
3973,7.63776,45.01486,1
3974,7.70974,45.06731,1
3975,7.64763,45.03406,1
3976,7.72259,45.06747,1
3977,7.71419,45.07133,1
3978,7.64386,45.08059,1
3979,7.63752,45.06089,1
3980,7.64217,45.06139,1
3981,7.71475,45.06635,1
3982,7.71101,45.06748,1
3983,7.63312,45.08356,1
3984,7.69898,45.08692,1
3985,7.62931,45.07746,1
3986,7.62945,45.06994,1
3987,7.62473,45.04406,1
3988,7.66348,45.09026,1
3989,7.7141,45.0924,1
3990,7.60691,45.0731,1
3991,7.66344,45.09001,1
3992,7.68674,45.09912,1
3993,7.6567,45.09721,1
3994,7.66905,45.06262,1
3995,7.67644,45.05538,1
3996,7.65246,45.05393,1
3997,7.67641,45.0735,2
3998,7.65574,45.08665,2
3999,7.69351,45.08721,2
4000,7.64611,45.02605,2
4001,7.64208,45.05907,2
4002,7.64825,45.0832,2
4003,7.68013,45.03462,2
4004,7.69822,45.06579,2
4005,7.69469,45.08591,2
4006,7.66962,45.05291,2
4007,7.68493,45.07855,2
4008,7.64964,45.05529,2
4009,7.65509,45.09214,2
4010,7.68354,45.06282,2
4011,7.67491,45.10371,2
4012,7.64205,45.05905,2
4013,7.65941,45.01891,2
4014,7.65748,45.06173,2
4015,7.61923,45.07512,2
4016,7.68354,45.06282,2
4017,7.65192,45.1099,2
4018,7.65133,45.0336,2
4019,7.66003,45.08164,2
4020,7.65133,45.0336,2
4021,7.68617,45.08354,2
4022,7.68709,45.05886,2
4023,7.64416,45.06779,2
4024,7.64008,45.03776,2
4025,7.63358,45.0755,2
4026,7.6487,45.06463,2
4027,7.65058,45.03629,2
4028,7.66719,45.07171,2
4029,7.66351,45.05739,2
4030,7.65995,45.01833,2
4031,7.65696,45.07641,2
4032,7.68065,45.05854,2
4033,7.67644,45.05538,2
4034,7.65957,45.05562,2
4035,7.64234,45.0738,3
4036,7.69398,45.10044,3
4037,7.63604,45.04531,3
4038,7.69347,45.06605,3
4039,7.67154,45.04708,3
4040,7.66792,45.07268,3
4041,7.62055,45.07551,3
4042,7.67739,45.0584,3
4043,7.6731,45.03557,3
4044,7.68943,45.09785,3
4045,7.67155,45.04571,4
4046,7.68065,45.05854,4
4047,7.67567,45.06377,4
4048,7.67921,45.09898,4
4049,7.67336,45.07517,4
4050,7.68586,45.0996,4
4051,7.68586,45.0996,4
4052,7.67644,45.05538,4
4053,7.67513,45.07144,4
4054,7.65714,45.05664,4
4055,7.61701,45.08488,4
4056,7.63862,45.03924,4
4057,7.63169,45.08125,4
4058,7.65522,45.10142,4
4059,7.71336,45.09173,4
4060,7.60958,45.07426,5
4061,7.67912,45.0985,5
4062,7.6435,45.18843,5
4063,7.66617,45.05008,5
4064,7.68361,45.04271,5
4065,7.68107,45.10417,5
4066,7.61933,45.03834,5
4067,7.66784,45.08844,5
4068,7.67801,45.02999,5
4069,7.66923,45.01491,5
4070,7.64864,45.05292,5
4071,7.68228,45.07403,5
4072,7.67629,45.07315,5
4073,7.68085,45.08694,5
4074,7.63565,45.04854,5
4075,7.6435,45.18843,5
4076,7.62045,45.02254,5
4077,7.6793,45.06166,5
4078,7.69894,45.06212,5
4079,7.67928,45.0616,5
4080,7.69894,45.06212,5
4081,7.6679,45.07187,5
4082,7.67849,45.0307,5
6574,7.67387,45.07454,0
6575,7.6982,45.08215,0
6576,7.69164,45.05991,0
6577,7.70462,45.0685,0
6578,7.65812,45.05628,0
6579,7.69059,45.08365,0
6580,7.68062,45.0604,0
6581,7.69538,45.05694,0
6582,7.67553,45.0931,0
6583,7.66682,45.07475,0
6584,7.69922,45.06189,0
6585,7.66542,45.10102,0
6586,7.68992,45.05315,0
6587,7.66929,45.04097,0
6588,7.61868,45.03731,0
6589,7.69499,45.05907,0
6590,7.6489,45.05439,0
6591,7.66856,45.05472,0
6592,7.68068,45.06337,0
6593,7.6656,45.08018,0
6594,7.65607,45.03764,0
6595,7.65572,45.01376,0
6596,7.71325,45.09171,0
6597,7.63744,45.06165,0
6598,7.67578,45.05456,0
6599,7.67574,45.0542,0
6600,7.65716,45.06669,0
6601,7.63047,45.04574,0
6602,7.67584,45.05453,0
6603,7.67734,45.05835,0
6604,7.6379,45.07358,0
6605,7.65533,45.03512,0
6606,7.68307,45.05444,0
6607,7.70713,45.0956,0
6608,7.7083,45.06592,0
6609,7.67058,45.0542,0
6610,7.6689,45.05376,0
6611,7.66119,45.08183,0
6612,7.63082,45.06533,0
6613,7.66456,45.06699,0
6614,7.69451,45.08567,0
6615,7.65638,45.07984,0
6616,7.64807,45.0592,0
6617,7.67734,45.05835,0
6618,7.69211,45.07258,0
6619,7.68397,45.04347,0
6620,7.64209,45.02958,0
6621,7.66256,45.05065,0
6622,7.65483,45.06708,0
6623,7.64552,45.111,0
6624,7.65494,45.06836,0
6625,7.66682,45.07475,0
6626,7.67653,45.07536,0
6627,7.66682,45.07475,0
6628,7.67249,45.04576,0
6629,7.65494,45.06836,0
6630,7.69043,45.07433,0
6631,7.67423,45.04339,0
6632,7.6745,45.05145,0
6633,7.67743,45.05109,0
6634,7.64095,45.06778,0
6635,7.67106,45.07391,0
6636,7.60949,45.06937,0
6637,7.65306,45.07719,0
6638,7.67947,45.05112,0
6639,7.67734,45.05835,0
6640,7.67106,45.07391,0
6641,7.69118,45.06126,0
6642,7.66235,45.06704,0
6643,7.64653,45.07706,0
6644,7.64799,45.06475,0
6645,7.66639,45.05296,0
6646,7.65847,45.08349,0
6647,7.67043,45.07902,0
6648,7.64993,45.06341,0
6649,7.67701,45.04574,0
6650,7.65543,45.06737,0
6651,7.67996,45.06052,0
6652,7.68582,45.08122,0
6653,7.64261,45.04928,0
6654,7.66651,45.03037,0
6655,7.6489,45.06467,0
6656,7.64225,45.06893,0
6657,7.64737,45.06693,0
6658,7.66456,45.06699,0
6659,7.6614,45.05912,0
6660,7.69228,45.06343,0
6661,7.65483,45.06708,0
6662,7.66037,45.09351,0
6663,7.70302,45.06406,0
6664,7.6768,45.07721,0
6665,7.6625,45.045,0
6666,7.68718,45.06599,0
6667,7.65558,45.02561,0
6668,7.6673,45.05489,0
6669,7.69778,45.10591,0
6670,7.68088,45.05448,0
6671,7.65406,45.05905,0
6672,7.67583,45.0614,0
6673,7.67888,45.04957,0
6674,7.61098,45.07388,0
6675,7.63259,45.01947,0
6676,7.6438,45.06591,0
6677,7.65349,45.02756,0
6678,7.65395,45.0283,0
6679,7.65247,45.02563,0
6680,7.68884,45.08631,0
6681,7.67816,45.05662,1
6682,7.6527,45.0386,1
6683,7.67028,45.06078,1
6684,7.69114,45.06229,1
6685,7.68736,45.06994,1
6686,7.68248,45.06129,1
6687,7.67997,45.06331,1
6688,7.63667,45.04823,1
6689,7.6868,45.06738,1
6690,7.68834,45.06934,1
6691,7.68764,45.06851,1
6692,7.65927,45.05545,1
6693,7.67999,45.0634,1
6694,7.61477,45.06638,1
6695,7.66882,45.0741,1
6696,7.65418,45.05386,1
6697,7.64908,45.06467,1
6698,7.72167,45.06755,1
6699,7.65957,45.06001,1
6700,7.63194,45.05355,1
6701,7.65535,45.06922,1
6702,7.67603,45.055,1
6703,7.65344,45.0646,1
6704,7.71466,45.09113,1
6705,7.61453,45.07245,1
6706,7.64615,45.04163,1
6707,7.65637,45.05245,1
6708,7.67205,45.04904,1
6709,7.66047,45.01795,1
6710,7.66644,45.08467,1
6711,7.68312,45.05581,1
6712,7.66456,45.05689,1
6713,7.71069,45.07094,1
6714,7.66195,45.06187,1
6715,7.67125,45.07793,1
6716,7.67653,45.07536,1
6717,7.65391,45.03654,1
6718,7.65201,45.07252,1
6719,7.67055,45.0558,1
6720,7.68764,45.06659,1
6721,7.65258,45.06183,1
6722,7.66637,45.09588,1
6723,7.64837,45.0544,1
6724,7.68143,45.05683,1
6725,7.67168,45.0492,1
6726,7.66297,45.06214,1
6727,7.68153,45.06095,1
6728,7.68248,45.06129,1
6729,7.66135,45.06517,1
6730,7.66752,45.02274,1
6731,7.69622,45.08782,1
6732,7.70762,45.09542,1
6733,7.69923,45.06974,1
6734,7.67743,45.05109,1
6735,7.689,45.08912,1
6736,7.65323,45.03638,1
6737,7.63608,45.03587,1
6738,7.65957,45.06001,1
6739,7.69963,45.06743,1
6740,7.69114,45.06229,1
6741,7.65509,45.0613,1
6742,7.64651,45.06484,2
6743,7.66654,45.08374,2
6744,7.65731,45.01242,2
6745,7.72053,45.06857,2
6746,7.64772,45.03354,2
6747,7.6605,45.01906,2
6748,7.66293,45.05659,2
6749,7.69907,45.08702,2
6750,7.67653,45.07536,2
6751,7.6761,45.05305,2
6752,7.65153,45.06725,2
6753,7.68147,45.05906,2
6754,7.60867,45.07427,2
6755,7.60713,45.07424,2
6756,7.66741,45.07436,2
6757,7.64973,45.06087,2
6758,7.69896,45.09602,2
6759,7.67837,45.05442,2
6760,7.66924,45.08132,2
6761,7.64904,45.06507,2
6762,7.65244,45.06601,2
6763,7.64539,45.10775,2
6764,7.6976,45.06691,2
6765,7.65326,45.10278,2
6766,7.65785,45.0567,2
6767,7.64192,45.05922,2
6768,7.65296,45.05568,2
6769,7.61323,45.02113,2
6770,7.63685,45.04487,3
6771,7.67487,45.04524,3
6772,7.67826,45.08524,3
6773,7.64651,45.06484,3
6774,7.64536,45.03855,3
6775,7.67412,45.05047,3
6776,7.66733,45.06712,3
6777,7.65175,45.07379,3
6778,7.67735,45.05481,3
6779,7.66011,45.05602,3
6780,7.68449,45.04369,3
6781,7.67653,45.07536,3
6782,7.68449,45.04369,4
6783,7.68497,45.06314,4
6784,7.63993,45.04281,4
6785,7.63993,45.04281,4
6786,7.6751,45.07158,4
6787,7.66786,45.0724,4
6788,7.6858,45.0996,4
6789,7.68756,45.06652,5
6790,7.67455,45.0514,5
6791,7.67634,45.07311,5
6792,7.64861,45.05292,5
6793,7.63914,45.10654,5
6794,7.63698,45.0317,5
6795,7.66497,45.06933,5
6796,7.6669,45.07034,5
6797,7.66561,45.06965,5
6798,7.65344,45.0646,5
6799,7.62052,45.02247,5
6800,7.6678,45.07268,5
6801,7.67641,45.06266,5
6802,7.65406,45.04076,5
9709,7.68374,45.05889,0
9710,7.65051,45.0691,0
9711,7.65059,45.04945,0
9712,7.60839,45.07428,0
9713,7.70276,45.06087,0
9714,7.72139,45.06872,0
9715,7.68249,45.05491,0
9716,7.65384,45.06761,0
9717,7.70243,45.07112,0
9718,7.67732,45.06463,0
9719,7.65078,45.03482,0
9720,7.63653,45.07239,0
9721,7.6611,45.0722,0
9722,7.66683,45.07791,0
9723,7.6691,45.07091,0
9724,7.64944,45.05802,0
9725,7.67379,45.05429,0
9726,7.68029,45.05228,0
9727,7.66939,45.02701,0
9728,7.70073,45.06829,0
9729,7.69172,45.05416,0
9730,7.64605,45.10952,0
9731,7.68406,45.05707,0
9732,7.65472,45.02063,0
9733,7.67656,45.05655,0
9734,7.70237,45.06169,0
9735,7.63676,45.06633,0
9736,7.69148,45.06294,0
9737,7.64445,45.06444,0
9738,7.68295,45.05527,0
9739,7.68858,45.07753,0
9740,7.67231,45.06178,0
9741,7.69201,45.06037,0
9742,7.71887,45.06758,0
9743,7.67952,45.05641,0
9744,7.69783,45.0683,0
9745,7.66306,45.04733,0
9746,7.69052,45.0743,0
9747,7.63707,45.07532,0
9748,7.63651,45.06401,0
9749,7.6534,45.03966,0
9750,7.69504,45.06619,0
9751,7.66892,45.08649,0
9752,7.62212,45.03856,0
9753,7.6641,45.09916,0
9754,7.70076,45.07086,0
9755,7.66623,45.07935,0
9756,7.6883,45.09354,0
9757,7.67659,45.07788,0
9758,7.62185,45.018,0
9759,7.67793,45.04746,0
9760,7.68357,45.0627,0
9761,7.66984,45.07271,0
9762,7.66973,45.07261,0
9763,7.67003,45.07239,0
9764,7.66983,45.07252,0
9765,7.68147,45.05972,0
9766,7.6811,45.06466,0
9767,7.7135,45.06446,0
9768,7.66291,45.05485,0
9769,7.6435,45.18843,0
9770,7.67482,45.09569,0
9771,7.66266,45.05127,0
9772,7.66478,45.06897,0
9773,7.65815,45.05957,0
9774,7.67923,45.06389,0
9775,7.69133,45.09633,0
9776,7.71345,45.09177,0
9777,7.6555,45.06336,0
9778,7.67349,45.04854,0
9779,7.65494,45.06554,0
9780,7.66821,45.05608,0
9781,7.69622,45.07157,0
9782,7.67044,45.05752,0
9783,7.65703,45.05194,0
9784,7.69984,45.08612,0
9785,7.66424,45.04805,0
9786,7.6593,45.08248,0
9787,7.70772,45.07388,0
9788,7.66845,45.03448,0
9789,7.72314,45.07472,0
9790,7.67829,45.08689,0
9791,7.64202,45.05912,0
9792,7.69688,45.07091,0
9793,7.64414,45.02884,0
9794,7.72475,45.07495,0
9795,7.67452,45.05144,0
9796,7.64615,45.03873,0
9797,7.67549,45.10189,0
9798,7.67991,45.05138,0
9799,7.67393,45.04983,0
9800,7.70073,45.06829,0
9801,7.6827,45.05516,0
9802,7.64203,45.05907,0
9803,7.68341,45.06046,0
9804,7.67656,45.10156,0
9805,7.6957,45.06446,0
9806,7.64261,45.10311,0
9807,7.67923,45.06389,0
9808,7.68339,45.07283,0
9809,7.69254,45.05644,0
9810,7.71547,45.06643,0
9811,7.66067,45.05985,0
9812,7.65069,45.04583,0
9813,7.66888,45.08091,0
9814,7.64486,45.03777,0
9815,7.66718,45.03128,0
9816,7.62207,45.07484,0
9817,7.66258,45.08233,0
9818,7.6515,45.03367,0
9819,7.69381,45.06539,0
9820,7.70887,45.09749,0
9821,7.70073,45.06829,0
9822,7.67354,45.07254,0
9823,7.64396,45.07097,0
9824,7.66288,45.05609,0
9825,7.66177,45.05839,0
9826,7.71362,45.06792,0
9827,7.67837,45.05647,1
9828,7.63948,45.06865,1
9829,7.67806,45.05943,1
9830,7.68939,45.06652,1
9831,7.65698,45.07928,1
9832,7.68753,45.05923,1
9833,7.65651,45.03546,1
9834,7.66907,45.0541,1
9835,7.66962,45.08589,1
9836,7.6298,45.05519,1
9837,7.6457,45.06066,1
9838,7.63811,45.10518,1
9839,7.65452,45.03207,1
9840,7.67423,45.05021,1
9841,7.67234,45.04232,1
9842,7.67214,45.03989,1
9843,7.63979,45.07672,1
9844,7.63991,45.02279,1
9845,7.66694,45.07471,1
9846,7.68164,45.06526,1
9847,7.67885,45.05647,1
9848,7.64505,45.06557,1
9849,7.65013,45.07099,1
9850,7.67228,45.0612,1
9851,7.67594,45.07248,1
9852,7.72343,45.07008,1
9853,7.70751,45.07117,1
9854,7.64818,45.04227,1
9855,7.6934,45.06307,1
9856,7.66847,45.06145,1
9857,7.7024,45.06872,1
9858,7.67166,45.07282,1
9859,7.65204,45.03352,1
9860,7.67164,45.07281,1
9861,7.64543,45.0532,1
9862,7.69977,45.06163,1
9863,7.6717,45.07284,1
9864,7.69977,45.06163,1
9865,7.66438,45.06778,1
9866,7.67492,45.08237,1
9867,7.64987,45.07098,1
9868,7.65698,45.07928,1
9869,7.72238,45.07609,1
9870,7.65041,45.08024,1
9871,7.6957,45.06446,1
9872,7.72188,45.06823,1
9873,7.64755,45.03642,1
9874,7.6714,45.07572,1
9875,7.65078,45.0491,1
9876,7.70384,45.06963,1
9877,7.68987,45.0581,1
9878,7.69957,45.10529,1
9879,7.67203,45.03331,1
9880,7.62587,45.06115,1
9881,7.61024,45.07106,1
9882,7.64733,45.05939,1
9883,7.65454,45.0544,1
9884,7.67173,45.04934,1
9885,7.64239,45.07468,1
9886,7.66245,45.06723,1
9887,7.70073,45.06829,1
9888,7.68002,45.04131,1
9889,7.64663,45.06598,1
9890,7.6957,45.06446,1
9891,7.62462,45.06265,1
9892,7.70371,45.06939,1
9893,7.66401,45.0663,1
9894,7.68249,45.05491,1
9895,7.69775,45.09363,1
9896,7.66773,45.04777,1
9897,7.68235,45.05394,1
9898,7.67014,45.05618,1
9899,7.67511,45.07356,1
9900,7.66209,45.05536,1
9901,7.6678,45.06912,1
9902,7.67443,45.07403,1
9903,7.64482,45.05935,1
9904,7.68064,45.06317,1
9905,7.68191,45.08488,1
9906,7.64623,45.07549,1
9907,7.64858,45.07627,1
9908,7.67924,45.03264,1
9909,7.63708,45.04782,1
9910,7.71275,45.09542,1
9911,7.68249,45.05491,1
9912,7.68295,45.05527,1
9913,7.67131,45.06123,1
9914,7.65159,45.07108,1
9915,7.66776,45.0783,1
9916,7.69005,45.06021,1
9917,7.68216,45.06085,1
9918,7.69001,45.08297,1
9919,7.67653,45.04251,1
9920,7.68753,45.05923,1
9921,7.67464,45.06131,1
9922,7.65171,45.02433,1
9923,7.67227,45.06188,1
9924,7.68581,45.07849,1
9925,7.70113,45.10195,1
9926,7.66261,45.06694,1
9927,7.65257,45.06527,1
9928,7.67984,45.03725,1
9929,7.63974,45.06864,1
9930,7.6692,45.05595,1
9931,7.6562,45.05488,1
9932,7.6957,45.06446,1
9933,7.66118,45.04452,1
9934,7.70073,45.06829,1
9935,7.70113,45.07113,1
9936,7.7044,45.06004,1
9937,7.6643,45.06864,2
9938,7.6642,45.07507,2
9939,7.67202,45.06427,2
9940,7.62459,45.06264,2
9941,7.64701,45.06115,2
9942,7.66588,45.02482,2
9943,7.65268,45.03763,2
9944,7.67579,45.0542,2
9945,7.69201,45.06037,2
9946,7.71693,45.09522,2
9947,7.69138,45.1002,2
9948,7.65239,45.07966,2
9949,7.6734,45.07703,2
