geometry,density
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7667399999999995,45.031465,0 7.773097999999999,45.031465,0 7.773097999999999,45.03596,0 7.7667399999999995,45.03596,0 7.7667399999999995,45.031465,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.773097999999999,45.031465,0 7.779456,45.031465,0 7.779456,45.03596,0 7.773097999999999,45.03596,0 7.773097999999999,45.031465,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.576,45.03596,0 7.582357999999999,45.03596,0 7.582357999999999,45.040455,0 7.576,45.040455,0 7.576,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.582357999999999,45.03596,0 7.588716,45.03596,0 7.588716,45.040455,0 7.582357999999999,45.040455,0 7.582357999999999,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.588716,45.03596,0 7.595073999999999,45.03596,0 7.595073999999999,45.040455,0 7.588716,45.040455,0 7.588716,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.595073999999999,45.03596,0 7.601432,45.03596,0 7.601432,45.040455,0 7.595073999999999,45.040455,0 7.595073999999999,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.601432,45.03596,0 7.60779,45.03596,0 7.60779,45.040455,0 7.601432,45.040455,0 7.601432,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.60779,45.03596,0 7.614147999999999,45.03596,0 7.614147999999999,45.040455,0 7.60779,45.040455,0 7.60779,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.614147999999999,45.03596,0 7.620506,45.03596,0 7.620506,45.040455,0 7.614147999999999,45.040455,0 7.614147999999999,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",272
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.620506,45.03596,0 7.626863999999999,45.03596,0 7.626863999999999,45.040455,0 7.620506,45.040455,0 7.620506,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",623
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.626863999999999,45.03596,0 7.633222,45.03596,0 7.633222,45.040455,0 7.626863999999999,45.040455,0 7.626863999999999,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",466
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.633222,45.03596,0 7.63958,45.03596,0 7.63958,45.040455,0 7.633222,45.040455,0 7.633222,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",867
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.63958,45.03596,0 7.645937999999999,45.03596,0 7.645937999999999,45.040455,0 7.63958,45.040455,0 7.63958,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",929
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.645937999999999,45.03596,0 7.652296,45.03596,0 7.652296,45.040455,0 7.645937999999999,45.040455,0 7.645937999999999,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",689
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.652296,45.03596,0 7.658653999999999,45.03596,0 7.658653999999999,45.040455,0 7.652296,45.040455,0 7.652296,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1197
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.658653999999999,45.03596,0 7.665012,45.03596,0 7.665012,45.040455,0 7.658653999999999,45.040455,0 7.658653999999999,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",290
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.665012,45.03596,0 7.67137,45.03596,0 7.67137,45.040455,0 7.665012,45.040455,0 7.665012,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",509
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.67137,45.03596,0 7.677727999999999,45.03596,0 7.677727999999999,45.040455,0 7.67137,45.040455,0 7.67137,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",327
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.677727999999999,45.03596,0 7.684086,45.03596,0 7.684086,45.040455,0 7.677727999999999,45.040455,0 7.677727999999999,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",682
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.684086,45.03596,0 7.690443999999999,45.03596,0 7.690443999999999,45.040455,0 7.684086,45.040455,0 7.684086,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.690443999999999,45.03596,0 7.696802,45.03596,0 7.696802,45.040455,0 7.690443999999999,45.040455,0 7.690443999999999,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.696802,45.03596,0 7.70316,45.03596,0 7.70316,45.040455,0 7.696802,45.040455,0 7.696802,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.70316,45.03596,0 7.709517999999999,45.03596,0 7.709517999999999,45.040455,0 7.70316,45.040455,0 7.70316,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.709517999999999,45.03596,0 7.715876,45.03596,0 7.715876,45.040455,0 7.709517999999999,45.040455,0 7.709517999999999,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.715876,45.03596,0 7.722233999999999,45.03596,0 7.722233999999999,45.040455,0 7.715876,45.040455,0 7.715876,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.722233999999999,45.03596,0 7.728592,45.03596,0 7.728592,45.040455,0 7.722233999999999,45.040455,0 7.722233999999999,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.728592,45.03596,0 7.7349499999999995,45.03596,0 7.7349499999999995,45.040455,0 7.728592,45.040455,0 7.728592,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7349499999999995,45.03596,0 7.741308,45.03596,0 7.741308,45.040455,0 7.7349499999999995,45.040455,0 7.7349499999999995,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.741308,45.03596,0 7.747666,45.03596,0 7.747666,45.040455,0 7.741308,45.040455,0 7.741308,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.747666,45.03596,0 7.754023999999999,45.03596,0 7.754023999999999,45.040455,0 7.747666,45.040455,0 7.747666,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.754023999999999,45.03596,0 7.760382,45.03596,0 7.760382,45.040455,0 7.754023999999999,45.040455,0 7.754023999999999,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.760382,45.03596,0 7.7667399999999995,45.03596,0 7.7667399999999995,45.040455,0 7.760382,45.040455,0 7.760382,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7667399999999995,45.03596,0 7.773097999999999,45.03596,0 7.773097999999999,45.040455,0 7.7667399999999995,45.040455,0 7.7667399999999995,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.773097999999999,45.03596,0 7.779456,45.03596,0 7.779456,45.040455,0 7.773097999999999,45.040455,0 7.773097999999999,45.03596,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.576,45.040455,0 7.582357999999999,45.040455,0 7.582357999999999,45.04495,0 7.576,45.04495,0 7.576,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.582357999999999,45.040455,0 7.588716,45.040455,0 7.588716,45.04495,0 7.582357999999999,45.04495,0 7.582357999999999,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.588716,45.040455,0 7.595073999999999,45.040455,0 7.595073999999999,45.04495,0 7.588716,45.04495,0 7.588716,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.595073999999999,45.040455,0 7.601432,45.040455,0 7.601432,45.04495,0 7.595073999999999,45.04495,0 7.595073999999999,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.601432,45.040455,0 7.60779,45.040455,0 7.60779,45.04495,0 7.601432,45.04495,0 7.601432,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.60779,45.040455,0 7.614147999999999,45.040455,0 7.614147999999999,45.04495,0 7.60779,45.04495,0 7.60779,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.614147999999999,45.040455,0 7.620506,45.040455,0 7.620506,45.04495,0 7.614147999999999,45.04495,0 7.614147999999999,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.620506,45.040455,0 7.626863999999999,45.040455,0 7.626863999999999,45.04495,0 7.620506,45.04495,0 7.620506,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",380
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.626863999999999,45.040455,0 7.633222,45.040455,0 7.633222,45.04495,0 7.626863999999999,45.04495,0 7.626863999999999,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",598
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.633222,45.040455,0 7.63958,45.040455,0 7.63958,45.04495,0 7.633222,45.04495,0 7.633222,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",692
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.63958,45.040455,0 7.645937999999999,45.040455,0 7.645937999999999,45.04495,0 7.63958,45.04495,0 7.63958,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1031
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.645937999999999,45.040455,0 7.652296,45.040455,0 7.652296,45.04495,0 7.645937999999999,45.04495,0 7.645937999999999,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",751
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.652296,45.040455,0 7.658653999999999,45.040455,0 7.658653999999999,45.04495,0 7.652296,45.04495,0 7.652296,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",532
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.658653999999999,45.040455,0 7.665012,45.040455,0 7.665012,45.04495,0 7.658653999999999,45.04495,0 7.658653999999999,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",768
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.665012,45.040455,0 7.67137,45.040455,0 7.67137,45.04495,0 7.665012,45.04495,0 7.665012,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",481
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.67137,45.040455,0 7.677727999999999,45.040455,0 7.677727999999999,45.04495,0 7.67137,45.04495,0 7.67137,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1210
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.677727999999999,45.040455,0 7.684086,45.040455,0 7.684086,45.04495,0 7.677727999999999,45.04495,0 7.677727999999999,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",562
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.684086,45.040455,0 7.690443999999999,45.040455,0 7.690443999999999,45.04495,0 7.684086,45.04495,0 7.684086,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",148
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.690443999999999,45.040455,0 7.696802,45.040455,0 7.696802,45.04495,0 7.690443999999999,45.04495,0 7.690443999999999,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.696802,45.040455,0 7.70316,45.040455,0 7.70316,45.04495,0 7.696802,45.04495,0 7.696802,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.70316,45.040455,0 7.709517999999999,45.040455,0 7.709517999999999,45.04495,0 7.70316,45.04495,0 7.70316,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.709517999999999,45.040455,0 7.715876,45.040455,0 7.715876,45.04495,0 7.709517999999999,45.04495,0 7.709517999999999,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.715876,45.040455,0 7.722233999999999,45.040455,0 7.722233999999999,45.04495,0 7.715876,45.04495,0 7.715876,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.722233999999999,45.040455,0 7.728592,45.040455,0 7.728592,45.04495,0 7.722233999999999,45.04495,0 7.722233999999999,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.728592,45.040455,0 7.7349499999999995,45.040455,0 7.7349499999999995,45.04495,0 7.728592,45.04495,0 7.728592,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7349499999999995,45.040455,0 7.741308,45.040455,0 7.741308,45.04495,0 7.7349499999999995,45.04495,0 7.7349499999999995,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.741308,45.040455,0 7.747666,45.040455,0 7.747666,45.04495,0 7.741308,45.04495,0 7.741308,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.747666,45.040455,0 7.754023999999999,45.040455,0 7.754023999999999,45.04495,0 7.747666,45.04495,0 7.747666,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.754023999999999,45.040455,0 7.760382,45.040455,0 7.760382,45.04495,0 7.754023999999999,45.04495,0 7.754023999999999,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.760382,45.040455,0 7.7667399999999995,45.040455,0 7.7667399999999995,45.04495,0 7.760382,45.04495,0 7.760382,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7667399999999995,45.040455,0 7.773097999999999,45.040455,0 7.773097999999999,45.04495,0 7.7667399999999995,45.04495,0 7.7667399999999995,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.773097999999999,45.040455,0 7.779456,45.040455,0 7.779456,45.04495,0 7.773097999999999,45.04495,0 7.773097999999999,45.040455,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.576,45.04495,0 7.582357999999999,45.04495,0 7.582357999999999,45.049445,0 7.576,45.049445,0 7.576,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.582357999999999,45.04495,0 7.588716,45.04495,0 7.588716,45.049445,0 7.582357999999999,45.049445,0 7.582357999999999,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.588716,45.04495,0 7.595073999999999,45.04495,0 7.595073999999999,45.049445,0 7.588716,45.049445,0 7.588716,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.595073999999999,45.04495,0 7.601432,45.04495,0 7.601432,45.049445,0 7.595073999999999,45.049445,0 7.595073999999999,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.601432,45.04495,0 7.60779,45.04495,0 7.60779,45.049445,0 7.601432,45.049445,0 7.601432,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.60779,45.04495,0 7.614147999999999,45.04495,0 7.614147999999999,45.049445,0 7.60779,45.049445,0 7.60779,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.614147999999999,45.04495,0 7.620506,45.04495,0 7.620506,45.049445,0 7.614147999999999,45.049445,0 7.614147999999999,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.620506,45.04495,0 7.626863999999999,45.04495,0 7.626863999999999,45.049445,0 7.620506,45.049445,0 7.620506,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",12
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.626863999999999,45.04495,0 7.633222,45.04495,0 7.633222,45.049445,0 7.626863999999999,45.049445,0 7.626863999999999,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",766
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.633222,45.04495,0 7.63958,45.04495,0 7.63958,45.049445,0 7.633222,45.049445,0 7.633222,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",788
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.63958,45.04495,0 7.645937999999999,45.04495,0 7.645937999999999,45.049445,0 7.63958,45.049445,0 7.63958,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1080
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.645937999999999,45.04495,0 7.652296,45.04495,0 7.652296,45.049445,0 7.645937999999999,45.049445,0 7.645937999999999,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",952
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.652296,45.04495,0 7.658653999999999,45.04495,0 7.658653999999999,45.049445,0 7.652296,45.049445,0 7.652296,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",142
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.658653999999999,45.04495,0 7.665012,45.04495,0 7.665012,45.049445,0 7.658653999999999,45.049445,0 7.658653999999999,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1198
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.665012,45.04495,0 7.67137,45.04495,0 7.67137,45.049445,0 7.665012,45.049445,0 7.665012,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",529
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.67137,45.04495,0 7.677727999999999,45.04495,0 7.677727999999999,45.049445,0 7.67137,45.049445,0 7.67137,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1718
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.677727999999999,45.04495,0 7.684086,45.04495,0 7.684086,45.049445,0 7.677727999999999,45.049445,0 7.677727999999999,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1349
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.684086,45.04495,0 7.690443999999999,45.04495,0 7.690443999999999,45.049445,0 7.684086,45.049445,0 7.684086,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.690443999999999,45.04495,0 7.696802,45.04495,0 7.696802,45.049445,0 7.690443999999999,45.049445,0 7.690443999999999,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.696802,45.04495,0 7.70316,45.04495,0 7.70316,45.049445,0 7.696802,45.049445,0 7.696802,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.70316,45.04495,0 7.709517999999999,45.04495,0 7.709517999999999,45.049445,0 7.70316,45.049445,0 7.70316,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.709517999999999,45.04495,0 7.715876,45.04495,0 7.715876,45.049445,0 7.709517999999999,45.049445,0 7.709517999999999,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.715876,45.04495,0 7.722233999999999,45.04495,0 7.722233999999999,45.049445,0 7.715876,45.049445,0 7.715876,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.722233999999999,45.04495,0 7.728592,45.04495,0 7.728592,45.049445,0 7.722233999999999,45.049445,0 7.722233999999999,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.728592,45.04495,0 7.7349499999999995,45.04495,0 7.7349499999999995,45.049445,0 7.728592,45.049445,0 7.728592,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7349499999999995,45.04495,0 7.741308,45.04495,0 7.741308,45.049445,0 7.7349499999999995,45.049445,0 7.7349499999999995,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.741308,45.04495,0 7.747666,45.04495,0 7.747666,45.049445,0 7.741308,45.049445,0 7.741308,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.747666,45.04495,0 7.754023999999999,45.04495,0 7.754023999999999,45.049445,0 7.747666,45.049445,0 7.747666,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.754023999999999,45.04495,0 7.760382,45.04495,0 7.760382,45.049445,0 7.754023999999999,45.049445,0 7.754023999999999,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.760382,45.04495,0 7.7667399999999995,45.04495,0 7.7667399999999995,45.049445,0 7.760382,45.049445,0 7.760382,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7667399999999995,45.04495,0 7.773097999999999,45.04495,0 7.773097999999999,45.049445,0 7.7667399999999995,45.049445,0 7.7667399999999995,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.773097999999999,45.04495,0 7.779456,45.04495,0 7.779456,45.049445,0 7.773097999999999,45.049445,0 7.773097999999999,45.04495,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.576,45.049445,0 7.582357999999999,45.049445,0 7.582357999999999,45.05394,0 7.576,45.05394,0 7.576,45.049445,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.582357999999999,45.049445,0 7.588716,45.049445,0 7.588716,45.05394,0 7.582357999999999,45.05394,0 7.582357999999999,45.049445,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.588716,45.049445,0 7.595073999999999,45.049445,0 7.595073999999999,45.05394,0 7.588716,45.05394,0 7.588716,45.049445,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.595073999999999,45.049445,0 7.601432,45.049445,0 7.601432,45.05394,0 7.595073999999999,45.05394,0 7.595073999999999,45.049445,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.601432,45.049445,0 7.60779,45.049445,0 7.60779,45.05394,0 7.601432,45.05394,0 7.601432,45.049445,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.60779,45.049445,0 7.614147999999999,45.049445,0 7.614147999999999,45.05394,0 7.60779,45.05394,0 7.60779,45.049445,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.614147999999999,45.049445,0 7.620506,45.049445,0 7.620506,45.05394,0 7.614147999999999,45.05394,0 7.614147999999999,45.049445,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.620506,45.049445,0 7.626863999999999,45.049445,0 7.626863999999999,45.05394,0 7.620506,45.05394,0 7.620506,45.049445,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.626863999999999,45.049445,0 7.633222,45.049445,0 7.633222,45.05394,0 7.626863999999999,45.05394,0 7.626863999999999,45.049445,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",700
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.633222,45.049445,0 7.63958,45.049445,0 7.63958,45.05394,0 7.633222,45.05394,0 7.633222,45.049445,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",594
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.63958,45.049445,0 7.645937999999999,45.049445,0 7.645937999999999,45.05394,0 7.63958,45.05394,0 7.63958,45.049445,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",721
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.645937999999999,45.049445,0 7.652296,45.049445,0 7.652296,45.05394,0 7.645937999999999,45.05394,0 7.645937999999999,45.049445,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1223
