geometry,density
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.60779,45.067425,0 7.614147999999999,45.067425,0 7.614147999999999,45.07192,0 7.60779,45.07192,0 7.60779,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",625
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.614147999999999,45.067425,0 7.620506,45.067425,0 7.620506,45.07192,0 7.614147999999999,45.07192,0 7.614147999999999,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",848
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.620506,45.067425,0 7.626863999999999,45.067425,0 7.626863999999999,45.07192,0 7.620506,45.07192,0 7.620506,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",409
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.626863999999999,45.067425,0 7.633222,45.067425,0 7.633222,45.07192,0 7.626863999999999,45.07192,0 7.626863999999999,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",615
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.633222,45.067425,0 7.63958,45.067425,0 7.63958,45.07192,0 7.633222,45.07192,0 7.633222,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1075
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.63958,45.067425,0 7.645937999999999,45.067425,0 7.645937999999999,45.07192,0 7.63958,45.07192,0 7.63958,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1519
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.645937999999999,45.067425,0 7.652296,45.067425,0 7.652296,45.07192,0 7.645937999999999,45.07192,0 7.645937999999999,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1559
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.652296,45.067425,0 7.658653999999999,45.067425,0 7.658653999999999,45.07192,0 7.652296,45.07192,0 7.652296,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1555
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.658653999999999,45.067425,0 7.665012,45.067425,0 7.665012,45.07192,0 7.658653999999999,45.07192,0 7.658653999999999,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1488
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.665012,45.067425,0 7.67137,45.067425,0 7.67137,45.07192,0 7.665012,45.07192,0 7.665012,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",2200
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.67137,45.067425,0 7.677727999999999,45.067425,0 7.677727999999999,45.07192,0 7.67137,45.07192,0 7.67137,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1967
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.677727999999999,45.067425,0 7.684086,45.067425,0 7.684086,45.07192,0 7.677727999999999,45.07192,0 7.677727999999999,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1338
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.684086,45.067425,0 7.690443999999999,45.067425,0 7.690443999999999,45.07192,0 7.684086,45.07192,0 7.684086,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1314
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.690443999999999,45.067425,0 7.696802,45.067425,0 7.696802,45.07192,0 7.690443999999999,45.07192,0 7.690443999999999,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",2316
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.696802,45.067425,0 7.70316,45.067425,0 7.70316,45.07192,0 7.696802,45.07192,0 7.696802,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",2305
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.70316,45.067425,0 7.709517999999999,45.067425,0 7.709517999999999,45.07192,0 7.70316,45.07192,0 7.70316,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1060
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.709517999999999,45.067425,0 7.715876,45.067425,0 7.715876,45.07192,0 7.709517999999999,45.07192,0 7.709517999999999,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",836
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.715876,45.067425,0 7.722233999999999,45.067425,0 7.722233999999999,45.07192,0 7.715876,45.07192,0 7.715876,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",726
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.722233999999999,45.067425,0 7.728592,45.067425,0 7.728592,45.07192,0 7.722233999999999,45.07192,0 7.722233999999999,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",771
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.728592,45.067425,0 7.7349499999999995,45.067425,0 7.7349499999999995,45.07192,0 7.728592,45.07192,0 7.728592,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7349499999999995,45.067425,0 7.741308,45.067425,0 7.741308,45.07192,0 7.7349499999999995,45.07192,0 7.7349499999999995,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.741308,45.067425,0 7.747666,45.067425,0 7.747666,45.07192,0 7.741308,45.07192,0 7.741308,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.747666,45.067425,0 7.754023999999999,45.067425,0 7.754023999999999,45.07192,0 7.747666,45.07192,0 7.747666,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.754023999999999,45.067425,0 7.760382,45.067425,0 7.760382,45.07192,0 7.754023999999999,45.07192,0 7.754023999999999,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.760382,45.067425,0 7.7667399999999995,45.067425,0 7.7667399999999995,45.07192,0 7.760382,45.07192,0 7.760382,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7667399999999995,45.067425,0 7.773097999999999,45.067425,0 7.773097999999999,45.07192,0 7.7667399999999995,45.07192,0 7.7667399999999995,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.773097999999999,45.067425,0 7.779456,45.067425,0 7.779456,45.07192,0 7.773097999999999,45.07192,0 7.773097999999999,45.067425,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.576,45.07192,0 7.582357999999999,45.07192,0 7.582357999999999,45.076415,0 7.576,45.076415,0 7.576,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.582357999999999,45.07192,0 7.588716,45.07192,0 7.588716,45.076415,0 7.582357999999999,45.076415,0 7.582357999999999,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.588716,45.07192,0 7.595073999999999,45.07192,0 7.595073999999999,45.076415,0 7.588716,45.076415,0 7.588716,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.595073999999999,45.07192,0 7.601432,45.07192,0 7.601432,45.076415,0 7.595073999999999,45.076415,0 7.595073999999999,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.601432,45.07192,0 7.60779,45.07192,0 7.60779,45.076415,0 7.601432,45.076415,0 7.601432,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",287
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.60779,45.07192,0 7.614147999999999,45.07192,0 7.614147999999999,45.076415,0 7.60779,45.076415,0 7.60779,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",544
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.614147999999999,45.07192,0 7.620506,45.07192,0 7.620506,45.076415,0 7.614147999999999,45.076415,0 7.614147999999999,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",630
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.620506,45.07192,0 7.626863999999999,45.07192,0 7.626863999999999,45.076415,0 7.620506,45.076415,0 7.620506,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",805
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.626863999999999,45.07192,0 7.633222,45.07192,0 7.633222,45.076415,0 7.626863999999999,45.076415,0 7.626863999999999,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",964
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.633222,45.07192,0 7.63958,45.07192,0 7.63958,45.076415,0 7.633222,45.076415,0 7.633222,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1173
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.63958,45.07192,0 7.645937999999999,45.07192,0 7.645937999999999,45.076415,0 7.63958,45.076415,0 7.63958,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1162
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.645937999999999,45.07192,0 7.652296,45.07192,0 7.652296,45.076415,0 7.645937999999999,45.076415,0 7.645937999999999,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1761
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.652296,45.07192,0 7.658653999999999,45.07192,0 7.658653999999999,45.076415,0 7.652296,45.076415,0 7.652296,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1267
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.658653999999999,45.07192,0 7.665012,45.07192,0 7.665012,45.076415,0 7.658653999999999,45.076415,0 7.658653999999999,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1843
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.665012,45.07192,0 7.67137,45.07192,0 7.67137,45.076415,0 7.665012,45.076415,0 7.665012,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",2627
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.67137,45.07192,0 7.677727999999999,45.07192,0 7.677727999999999,45.076415,0 7.67137,45.076415,0 7.67137,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",2916
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.677727999999999,45.07192,0 7.684086,45.07192,0 7.684086,45.076415,0 7.677727999999999,45.076415,0 7.677727999999999,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1431
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.684086,45.07192,0 7.690443999999999,45.07192,0 7.690443999999999,45.076415,0 7.684086,45.076415,0 7.684086,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",628
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.690443999999999,45.07192,0 7.696802,45.07192,0 7.696802,45.076415,0 7.690443999999999,45.076415,0 7.690443999999999,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",2053
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.696802,45.07192,0 7.70316,45.07192,0 7.70316,45.076415,0 7.696802,45.076415,0 7.696802,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",846
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.70316,45.07192,0 7.709517999999999,45.07192,0 7.709517999999999,45.076415,0 7.70316,45.076415,0 7.70316,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",505
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.709517999999999,45.07192,0 7.715876,45.07192,0 7.715876,45.076415,0 7.709517999999999,45.076415,0 7.709517999999999,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",637
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.715876,45.07192,0 7.722233999999999,45.07192,0 7.722233999999999,45.076415,0 7.715876,45.076415,0 7.715876,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",728
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.722233999999999,45.07192,0 7.728592,45.07192,0 7.728592,45.076415,0 7.722233999999999,45.076415,0 7.722233999999999,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1132
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.728592,45.07192,0 7.7349499999999995,45.07192,0 7.7349499999999995,45.076415,0 7.728592,45.076415,0 7.728592,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7349499999999995,45.07192,0 7.741308,45.07192,0 7.741308,45.076415,0 7.7349499999999995,45.076415,0 7.7349499999999995,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.741308,45.07192,0 7.747666,45.07192,0 7.747666,45.076415,0 7.741308,45.076415,0 7.741308,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.747666,45.07192,0 7.754023999999999,45.07192,0 7.754023999999999,45.076415,0 7.747666,45.076415,0 7.747666,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.754023999999999,45.07192,0 7.760382,45.07192,0 7.760382,45.076415,0 7.754023999999999,45.076415,0 7.754023999999999,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.760382,45.07192,0 7.7667399999999995,45.07192,0 7.7667399999999995,45.076415,0 7.760382,45.076415,0 7.760382,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7667399999999995,45.07192,0 7.773097999999999,45.07192,0 7.773097999999999,45.076415,0 7.7667399999999995,45.076415,0 7.7667399999999995,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.773097999999999,45.07192,0 7.779456,45.07192,0 7.779456,45.076415,0 7.773097999999999,45.076415,0 7.773097999999999,45.07192,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.576,45.076415,0 7.582357999999999,45.076415,0 7.582357999999999,45.08091,0 7.576,45.08091,0 7.576,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.582357999999999,45.076415,0 7.588716,45.076415,0 7.588716,45.08091,0 7.582357999999999,45.08091,0 7.582357999999999,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.588716,45.076415,0 7.595073999999999,45.076415,0 7.595073999999999,45.08091,0 7.588716,45.08091,0 7.588716,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.595073999999999,45.076415,0 7.601432,45.076415,0 7.601432,45.08091,0 7.595073999999999,45.08091,0 7.595073999999999,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.601432,45.076415,0 7.60779,45.076415,0 7.60779,45.08091,0 7.601432,45.08091,0 7.601432,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.60779,45.076415,0 7.614147999999999,45.076415,0 7.614147999999999,45.08091,0 7.60779,45.08091,0 7.60779,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.614147999999999,45.076415,0 7.620506,45.076415,0 7.620506,45.08091,0 7.614147999999999,45.08091,0 7.614147999999999,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",238
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.620506,45.076415,0 7.626863999999999,45.076415,0 7.626863999999999,45.08091,0 7.620506,45.08091,0 7.620506,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",476
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.626863999999999,45.076415,0 7.633222,45.076415,0 7.633222,45.08091,0 7.626863999999999,45.08091,0 7.626863999999999,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",494
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.633222,45.076415,0 7.63958,45.076415,0 7.63958,45.08091,0 7.633222,45.08091,0 7.633222,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",582
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.63958,45.076415,0 7.645937999999999,45.076415,0 7.645937999999999,45.08091,0 7.63958,45.08091,0 7.63958,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",796
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.645937999999999,45.076415,0 7.652296,45.076415,0 7.652296,45.08091,0 7.645937999999999,45.08091,0 7.645937999999999,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1048
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.652296,45.076415,0 7.658653999999999,45.076415,0 7.658653999999999,45.08091,0 7.652296,45.08091,0 7.652296,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1288
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.658653999999999,45.076415,0 7.665012,45.076415,0 7.665012,45.08091,0 7.658653999999999,45.08091,0 7.658653999999999,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1625
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.665012,45.076415,0 7.67137,45.076415,0 7.67137,45.08091,0 7.665012,45.08091,0 7.665012,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",2025
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.67137,45.076415,0 7.677727999999999,45.076415,0 7.677727999999999,45.08091,0 7.67137,45.08091,0 7.67137,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",2482
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.677727999999999,45.076415,0 7.684086,45.076415,0 7.684086,45.08091,0 7.677727999999999,45.08091,0 7.677727999999999,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1461
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.684086,45.076415,0 7.690443999999999,45.076415,0 7.690443999999999,45.08091,0 7.684086,45.08091,0 7.684086,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",921
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.690443999999999,45.076415,0 7.696802,45.076415,0 7.696802,45.08091,0 7.690443999999999,45.08091,0 7.690443999999999,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1250
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.696802,45.076415,0 7.70316,45.076415,0 7.70316,45.08091,0 7.696802,45.08091,0 7.696802,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",472
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.70316,45.076415,0 7.709517999999999,45.076415,0 7.709517999999999,45.08091,0 7.70316,45.08091,0 7.70316,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",3
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.709517999999999,45.076415,0 7.715876,45.076415,0 7.715876,45.08091,0 7.709517999999999,45.08091,0 7.709517999999999,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",247
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.715876,45.076415,0 7.722233999999999,45.076415,0 7.722233999999999,45.08091,0 7.715876,45.08091,0 7.715876,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",77
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.722233999999999,45.076415,0 7.728592,45.076415,0 7.728592,45.08091,0 7.722233999999999,45.08091,0 7.722233999999999,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",85
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.728592,45.076415,0 7.7349499999999995,45.076415,0 7.7349499999999995,45.08091,0 7.728592,45.08091,0 7.728592,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7349499999999995,45.076415,0 7.741308,45.076415,0 7.741308,45.08091,0 7.7349499999999995,45.08091,0 7.7349499999999995,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.741308,45.076415,0 7.747666,45.076415,0 7.747666,45.08091,0 7.741308,45.08091,0 7.741308,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.747666,45.076415,0 7.754023999999999,45.076415,0 7.754023999999999,45.08091,0 7.747666,45.08091,0 7.747666,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.754023999999999,45.076415,0 7.760382,45.076415,0 7.760382,45.08091,0 7.754023999999999,45.08091,0 7.754023999999999,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.760382,45.076415,0 7.7667399999999995,45.076415,0 7.7667399999999995,45.08091,0 7.760382,45.08091,0 7.760382,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7667399999999995,45.076415,0 7.773097999999999,45.076415,0 7.773097999999999,45.08091,0 7.7667399999999995,45.08091,0 7.7667399999999995,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.773097999999999,45.076415,0 7.779456,45.076415,0 7.779456,45.08091,0 7.773097999999999,45.08091,0 7.773097999999999,45.076415,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.576,45.08091,0 7.582357999999999,45.08091,0 7.582357999999999,45.085405,0 7.576,45.085405,0 7.576,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.582357999999999,45.08091,0 7.588716,45.08091,0 7.588716,45.085405,0 7.582357999999999,45.085405,0 7.582357999999999,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.588716,45.08091,0 7.595073999999999,45.08091,0 7.595073999999999,45.085405,0 7.588716,45.085405,0 7.588716,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.595073999999999,45.08091,0 7.601432,45.08091,0 7.601432,45.085405,0 7.595073999999999,45.085405,0 7.595073999999999,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.601432,45.08091,0 7.60779,45.08091,0 7.60779,45.085405,0 7.601432,45.085405,0 7.601432,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.60779,45.08091,0 7.614147999999999,45.08091,0 7.614147999999999,45.085405,0 7.60779,45.085405,0 7.60779,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.614147999999999,45.08091,0 7.620506,45.08091,0 7.620506,45.085405,0 7.614147999999999,45.085405,0 7.614147999999999,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",422
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.620506,45.08091,0 7.626863999999999,45.08091,0 7.626863999999999,45.085405,0 7.620506,45.085405,0 7.620506,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",290
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.626863999999999,45.08091,0 7.633222,45.08091,0 7.633222,45.085405,0 7.626863999999999,45.085405,0 7.626863999999999,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",721
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.633222,45.08091,0 7.63958,45.08091,0 7.63958,45.085405,0 7.633222,45.085405,0 7.633222,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",575
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.63958,45.08091,0 7.645937999999999,45.08091,0 7.645937999999999,45.085405,0 7.63958,45.085405,0 7.63958,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",484
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.645937999999999,45.08091,0 7.652296,45.08091,0 7.652296,45.085405,0 7.645937999999999,45.085405,0 7.645937999999999,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",813
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.652296,45.08091,0 7.658653999999999,45.08091,0 7.658653999999999,45.085405,0 7.652296,45.085405,0 7.652296,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1072
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.658653999999999,45.08091,0 7.665012,45.08091,0 7.665012,45.085405,0 7.658653999999999,45.085405,0 7.658653999999999,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1521
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.665012,45.08091,0 7.67137,45.08091,0 7.67137,45.085405,0 7.665012,45.085405,0 7.665012,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1300
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.67137,45.08091,0 7.677727999999999,45.08091,0 7.677727999999999,45.085405,0 7.67137,45.085405,0 7.67137,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1117
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.677727999999999,45.08091,0 7.684086,45.08091,0 7.684086,45.085405,0 7.677727999999999,45.085405,0 7.677727999999999,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",811
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.684086,45.08091,0 7.690443999999999,45.08091,0 7.690443999999999,45.085405,0 7.684086,45.085405,0 7.684086,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",877
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.690443999999999,45.08091,0 7.696802,45.08091,0 7.696802,45.085405,0 7.690443999999999,45.085405,0 7.690443999999999,45.08091,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",832
